# INPUTS: 10, OUTPUTS: 5
L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Attack_Benign,Attack_DDoS,Attack_DoS,Attack_Reconnaissance,Attack_Theft
-2.552767051862841,-0.39836657731549274,-1.595594659065978,-0.3490314148632223,-0.041297211054941434,-0.03637704601157466,-0.13030861382797979,-0.054238632342545036,-1.954770491745909,-1.6672283050379673,0,0,0,0,1
0.9770924736650205,-0.39128683239749756,-0.3139089364188837,-0.18968836612595835,-0.041018464186225664,-0.03624983263775022,-0.12202975056822062,-0.049261606441540005,0.980354891056132,-1.6672283050379673,0,0,1,0,0
-0.13550785310476393,3.6807169539988926,2.5057996534047238,-0.3490314148632223,-0.04134087897171153,-0.03637704601157466,-0.13030861382797979,-0.054238632342545036,-1.954770491745909,-1.6672283050379673,1,0,0,0,0
0.8209497895174855,-0.006060212047086031,-0.3139089364188837,-0.3490314148632223,-0.04132923419390617,-0.03637043752462275,-0.13030861382797979,-0.053243227162344024,0.1282217154039266,0.6288705043182422,0,0,0,0,1
-0.21178340212498278,-0.39128683239749756,-0.3139089364188837,-0.18968836612595835,-0.04103483965501445,-0.03624983263775022,-0.12202975056822062,-0.049261606441540005,0.980354891056132,-1.6672283050379673,0,0,1,0,0
0.06440348207671948,-0.006060212047086031,-0.3139089364188837,-0.3490314148632223,-0.04132923419390617,-0.03637043752462275,-0.13030861382797979,-0.053243227162344024,0.1282217154039266,0.6288705043182422,0,0,0,0,1
0.7219072370387177,-0.39128683239749756,-0.3139089364188837,-0.18968836612595835,-0.04131031142997246,-0.03637704601157466,-0.1289288032846866,-0.054238632342545036,0.1282217154039266,-1.231835442482534,0,0,1,0,0
0.6896438364156403,-0.39128683239749756,-0.3139089364188837,-0.18968836612595835,-0.04105849310993158,-0.03615566169868537,-0.12478937165480701,-0.05025701162174101,0.6016290352107074,0.6129409625493795,0,1,0,0,0
0.11596404873284506,-0.39128683239749756,-0.3139089364188837,-0.18968836612595835,-0.04107159348496261,-0.0362597453681781,-0.12340956111151381,-0.05025701162174101,0.980354891056132,0.6144971895550901,0,1,0,0,0
0.6208558313136073,-0.39367624630732095,2.5057996534047238,-0.3490314148632223,-0.041297211054941434,-0.03637704601157466,-0.1289288032846866,-0.054238632342545036,-1.954770491745909,0.6261718324100226,1,0,0,0,0
